player,nba_id,season,team,age,GP,GS,MIN,PPG,RPG,APG,SPG,BPG,TOV,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,TS_pct
Steve Nash,959,1996-97,PHX,23.0,65,2.0,10.6,3.3,1.0,2.1,0.3,0.0,1.0,1.1,2.7,0.423,0.4,0.8,0.418,0.6,0.8,0.824,0.5406
Steve Nash,959,1997-98,PHX,24.0,76,9.0,21.9,9.1,2.1,3.4,0.8,0.1,1.3,3.5,7.7,0.459,1.1,2.6,0.415,1.0,1.1,0.86,0.556
Steve Nash,959,1998-99,DAL,25.0,40,40.0,31.7,7.9,2.9,5.5,0.9,0.1,2.1,2.9,7.9,0.363,1.2,3.3,0.374,1.0,1.2,0.826,0.4687
Steve Nash,959,1999-00,DAL,26.0,56,27.0,27.4,8.6,2.2,4.9,0.7,0.1,1.8,3.1,6.5,0.477,1.1,2.7,0.403,1.3,1.5,0.882,0.6006
Steve Nash,959,2000-01,DAL,27.0,70,70.0,34.1,15.6,3.2,7.3,1.0,0.1,2.9,5.5,11.3,0.487,1.3,3.1,0.406,3.3,3.7,0.895,0.6033
Steve Nash,959,2001-02,DAL,28.0,82,82.0,34.6,17.9,3.1,7.7,0.6,0.0,2.8,6.4,13.3,0.483,1.9,4.2,0.455,3.2,3.6,0.887,0.6013
Steve Nash,959,2002-03,DAL,29.0,82,82.0,33.1,17.7,2.9,7.3,1.0,0.1,2.3,6.3,13.6,0.465,1.4,3.3,0.413,3.8,4.1,0.909,0.5745
Steve Nash,959,2003-04,DAL,30.0,78,78.0,33.5,14.5,3.0,8.8,0.9,0.1,2.7,5.1,10.8,0.47,1.3,3.3,0.405,2.9,3.2,0.916,0.5939
Steve Nash,959,2004-05,PHX,31.0,75,75.0,34.3,15.5,3.3,11.5,1.0,0.1,3.3,5.7,11.4,0.502,1.3,2.9,0.431,2.8,3.2,0.887,0.6051
Steve Nash,959,2005-06,PHX,32.0,79,79.0,35.4,18.8,4.2,10.5,0.8,0.2,3.5,6.8,13.4,0.512,1.9,4.3,0.439,3.3,3.5,0.921,0.6292
Steve Nash,959,2006-07,PHX,33.0,76,76.0,35.3,18.6,3.5,11.6,0.8,0.1,3.8,6.8,12.8,0.532,2.1,4.5,0.455,2.9,3.3,0.899,0.6525
Steve Nash,959,2007-08,PHX,34.0,81,81.0,34.3,16.9,3.5,11.1,0.7,0.1,3.6,6.0,11.9,0.504,2.2,4.7,0.47,2.7,3.0,0.906,0.6392
Steve Nash,959,2008-09,PHX,35.0,74,74.0,33.6,15.7,3.0,9.7,0.7,0.1,3.4,5.8,11.5,0.503,1.5,3.3,0.439,2.6,2.8,0.933,0.6166
Steve Nash,959,2009-10,PHX,36.0,81,81.0,32.8,16.5,3.3,11.0,0.5,0.1,3.6,6.2,12.2,0.507,1.5,3.6,0.426,2.6,2.8,0.938,0.6142
Steve Nash,959,2010-11,PHX,37.0,75,75.0,33.3,14.7,3.5,11.4,0.6,0.1,3.5,5.3,10.8,0.492,1.1,2.7,0.395,3.0,3.3,0.912,0.5999
Steve Nash,959,2011-12,PHX,38.0,62,62.0,31.6,12.5,3.0,10.7,0.6,0.1,3.7,4.8,9.0,0.532,0.9,2.3,0.39,2.0,2.3,0.894,0.6243
Steve Nash,959,2012-13,LAL,39.0,50,50.0,32.5,12.7,2.8,6.7,0.6,0.1,2.5,4.7,9.5,0.497,1.1,2.6,0.438,2.1,2.3,0.922,0.6041
Steve Nash,959,2013-14,LAL,40.0,15,10.0,20.9,6.8,1.9,5.7,0.5,0.1,2.1,2.4,6.3,0.383,0.5,1.6,0.333,1.5,1.6,0.917,0.4854
Dirk Nowitzki,1717,1998-99,DAL,21.0,47,24.0,20.4,8.2,3.4,1.0,0.6,0.6,1.6,2.9,7.1,0.405,0.3,1.4,0.206,2.1,2.7,0.773,0.4947
Dirk Nowitzki,1717,1999-00,DAL,22.0,82,81.0,35.8,17.5,6.5,2.5,0.8,0.8,1.7,6.3,13.6,0.461,1.4,3.7,0.379,3.5,4.2,0.83,0.5664
Dirk Nowitzki,1717,2000-01,DAL,23.0,82,82.0,38.1,21.8,9.2,2.1,1.0,1.2,1.9,7.2,15.2,0.474,1.8,4.8,0.387,5.5,6.6,0.838,0.6021
Dirk Nowitzki,1717,2001-02,DAL,24.0,76,76.0,38.0,23.4,9.9,2.4,1.1,1.0,1.9,7.9,16.6,0.477,1.8,4.6,0.397,5.8,6.8,0.853,0.5972
Dirk Nowitzki,1717,2002-03,DAL,25.0,80,80.0,39.0,25.1,9.9,3.0,1.4,1.0,1.9,8.6,18.6,0.463,1.9,4.9,0.379,6.0,6.9,0.881,0.5801
Dirk Nowitzki,1717,2003-04,DAL,26.0,77,77.0,37.8,21.8,8.7,2.7,1.2,1.4,1.8,7.9,17.0,0.462,1.3,3.8,0.341,4.8,5.5,0.877,0.5613
Dirk Nowitzki,1717,2004-05,DAL,27.0,78,78.0,38.7,26.1,9.7,3.1,1.2,1.5,2.3,8.5,18.5,0.459,1.2,2.9,0.399,7.9,9.1,0.869,0.5799
Dirk Nowitzki,1717,2005-06,DAL,28.0,81,81.0,38.1,26.6,9.0,2.8,0.7,1.0,1.9,9.3,19.3,0.48,1.4,3.3,0.406,6.7,7.4,0.901,0.5896
Dirk Nowitzki,1717,2006-07,DAL,29.0,78,78.0,36.2,24.6,8.9,3.4,0.7,0.8,2.1,8.6,17.2,0.502,0.9,2.2,0.416,6.4,7.1,0.904,0.6052
Dirk Nowitzki,1717,2007-08,DAL,30.0,77,77.0,36.0,23.6,8.6,3.5,0.7,0.9,2.1,8.2,17.1,0.479,1.0,2.9,0.359,6.2,7.1,0.879,0.5835
Dirk Nowitzki,1717,2008-09,DAL,31.0,81,81.0,37.7,25.9,8.4,2.4,0.8,0.8,1.9,9.6,20.0,0.479,0.8,2.1,0.359,6.0,6.7,0.89,0.5643
Dirk Nowitzki,1717,2009-10,DAL,32.0,81,80.0,37.5,25.0,7.7,2.7,0.9,1.0,1.8,8.9,18.5,0.481,0.6,1.5,0.421,6.6,7.2,0.915,0.5769
Dirk Nowitzki,1717,2010-11,DAL,33.0,73,73.0,34.3,23.0,7.0,2.6,0.5,0.6,1.9,8.4,16.2,0.517,0.9,2.3,0.393,5.4,6.1,0.892,0.609
Dirk Nowitzki,1717,2011-12,DAL,34.0,62,62.0,33.5,21.6,6.7,2.2,0.7,0.5,1.9,7.6,16.7,0.457,1.3,3.4,0.368,5.1,5.7,0.896,0.5623
Dirk Nowitzki,1717,2012-13,DAL,35.0,53,47.0,31.3,17.3,6.8,2.5,0.7,0.7,1.3,6.5,13.7,0.471,1.2,3.0,0.414,3.1,3.6,0.86,0.566
Dirk Nowitzki,1717,2013-14,DAL,36.0,80,80.0,32.9,21.7,6.2,2.7,0.9,0.6,1.5,7.9,15.9,0.497,1.6,4.1,0.398,4.2,4.7,0.899,0.6039
Dirk Nowitzki,1717,2014-15,DAL,37.0,77,77.0,29.6,17.3,5.9,1.9,0.5,0.4,1.1,6.3,13.8,0.459,1.4,3.6,0.38,3.3,3.8,0.882,0.5591
Dirk Nowitzki,1717,2015-16,DAL,38.0,75,75.0,31.5,18.3,6.5,1.8,0.7,0.7,1.1,6.6,14.8,0.448,1.7,4.6,0.368,3.3,3.7,0.893,0.557
Dirk Nowitzki,1717,2016-17,DAL,39.0,54,54.0,26.4,14.2,6.5,1.5,0.6,0.7,0.9,5.5,12.6,0.437,1.5,3.9,0.378,1.8,2.1,0.875,0.525
Dirk Nowitzki,1717,2017-18,DAL,40.0,77,77.0,24.7,12.0,5.7,1.6,0.6,0.6,0.7,4.5,9.8,0.456,1.8,4.4,0.409,1.3,1.4,0.898,0.576
Dirk Nowitzki,1717,2018-19,DAL,41.0,51,20.0,15.6,7.3,3.1,0.7,0.2,0.4,0.4,2.6,7.4,0.359,1.3,4.0,0.312,0.8,1.0,0.78,0.4656
Hakeem Olajuwon,165,1984-85,HOU,22.0,82,82.0,35.5,20.6,11.9,1.4,1.2,2.7,2.9,8.3,15.3,0.538,0.0,0.0,0.0,4.1,6.7,0.613,0.5644
Hakeem Olajuwon,165,1985-86,HOU,23.0,68,68.0,36.3,23.5,11.5,2.0,2.0,3.4,2.9,9.2,17.5,0.526,0.0,0.0,0.0,5.1,7.9,0.645,0.5602
Hakeem Olajuwon,165,1986-87,HOU,24.0,75,75.0,36.8,23.4,11.4,2.9,1.9,3.4,3.0,9.0,17.8,0.508,0.0,0.1,0.2,5.3,7.6,0.702,0.5533
Hakeem Olajuwon,165,1987-88,HOU,25.0,79,79.0,35.8,22.8,12.1,2.1,2.1,2.7,3.1,9.0,17.5,0.514,0.0,0.1,0.0,4.8,6.9,0.695,0.5551
Hakeem Olajuwon,165,1988-89,HOU,26.0,82,82.0,36.9,24.8,13.5,1.8,2.6,3.4,3.4,9.6,19.0,0.508,0.0,0.1,0.0,5.5,8.0,0.696,0.5506
Hakeem Olajuwon,165,1989-90,HOU,27.0,82,82.0,38.1,24.3,14.0,2.9,2.1,4.6,3.9,9.8,19.6,0.501,0.0,0.1,0.167,4.7,6.5,0.713,0.541
Hakeem Olajuwon,165,1990-91,HOU,28.0,56,50.0,36.8,21.2,13.8,2.3,2.2,3.9,3.1,8.7,17.1,0.508,0.0,0.1,0.0,3.8,4.9,0.769,0.5505
Hakeem Olajuwon,165,1991-92,HOU,29.0,70,69.0,37.7,21.6,12.1,2.2,1.8,4.3,2.7,8.4,16.8,0.502,0.0,0.0,0.0,4.7,6.1,0.766,0.5543
Hakeem Olajuwon,165,1992-93,HOU,30.0,82,82.0,39.5,26.1,13.0,3.5,1.8,4.2,3.2,10.3,19.5,0.529,0.0,0.1,0.0,5.4,7.0,0.779,0.5779
Hakeem Olajuwon,165,1993-94,HOU,31.0,80,80.0,41.0,27.3,11.9,3.6,1.6,3.7,3.4,11.2,21.2,0.528,0.1,0.2,0.421,4.9,6.8,0.716,0.5642
Hakeem Olajuwon,165,1994-95,HOU,32.0,72,72.0,39.6,27.8,10.8,3.5,1.8,3.4,3.3,11.1,21.5,0.517,0.0,0.2,0.188,5.6,7.5,0.756,0.5605
Hakeem Olajuwon,165,1995-96,HOU,33.0,72,72.0,38.8,26.9,10.9,3.6,1.6,2.9,3.4,10.7,20.8,0.514,0.0,0.2,0.214,5.5,7.6,0.724,0.5571
Hakeem Olajuwon,165,1996-97,HOU,34.0,78,78.0,36.6,23.2,9.2,3.0,1.5,2.2,3.6,9.3,18.3,0.51,0.1,0.2,0.313,4.5,5.7,0.787,0.5575
Hakeem Olajuwon,165,1997-98,HOU,35.0,47,45.0,34.7,16.4,9.8,3.0,1.8,2.0,2.7,6.5,13.5,0.483,0.0,0.1,0.0,3.4,4.5,0.755,0.5297
Hakeem Olajuwon,165,1998-99,HOU,36.0,50,50.0,35.7,18.9,9.6,1.8,1.6,2.5,2.8,7.5,14.5,0.514,0.1,0.3,0.308,3.9,5.4,0.717,0.56
Hakeem Olajuwon,165,1999-00,HOU,37.0,44,28.0,23.8,10.3,6.2,1.4,0.9,1.6,1.7,4.4,9.6,0.458,0.0,0.0,0.0,1.6,2.5,0.616,0.4813
Hakeem Olajuwon,165,2000-01,HOU,38.0,58,55.0,26.6,11.9,7.4,1.2,1.2,1.5,1.4,4.9,9.8,0.498,0.0,0.0,0.0,2.1,3.4,0.621,0.5267
Hakeem Olajuwon,165,2001-02,TOR,39.0,61,37.0,22.5,7.1,6.0,1.1,1.2,1.5,1.6,3.2,6.9,0.464,0.0,0.0,0.0,0.8,1.4,0.56,0.4723
Shaquille O'Neal,406,1992-93,ORL,21.0,81,81.0,37.9,23.4,13.9,1.9,0.7,3.5,3.8,9.0,16.1,0.562,0.0,0.0,0.0,5.3,8.9,0.592,0.5845
Shaquille O'Neal,406,1993-94,ORL,22.0,81,81.0,39.8,29.3,13.2,2.4,0.9,2.9,2.7,11.8,19.6,0.599,0.0,0.0,0.0,5.8,10.5,0.554,0.6049
Shaquille O'Neal,406,1994-95,ORL,23.0,79,79.0,37.0,29.3,11.4,2.7,0.9,2.4,2.6,11.8,20.2,0.583,0.0,0.1,0.0,5.8,10.8,0.533,0.5871
Shaquille O'Neal,406,1995-96,ORL,24.0,54,52.0,36.0,26.6,11.0,2.9,0.6,2.1,2.9,11.0,19.1,0.573,0.0,0.0,0.5,4.6,9.5,0.487,0.5713
Shaquille O'Neal,406,1996-97,LAL,25.0,51,51.0,38.1,26.2,12.5,3.1,0.9,2.9,2.9,10.8,19.4,0.557,0.0,0.1,0.0,4.5,9.4,0.484,0.5566
Shaquille O'Neal,406,1997-98,LAL,26.0,60,57.0,36.3,28.3,11.4,2.4,0.7,2.4,2.9,11.2,19.1,0.584,0.0,0.0,0.0,6.0,11.4,0.527,0.5867
Shaquille O'Neal,406,1998-99,LAL,27.0,49,49.0,34.8,26.3,10.7,2.3,0.7,1.7,2.5,10.4,18.1,0.576,0.0,0.0,0.0,5.5,10.2,0.54,0.5822
Shaquille O'Neal,406,1999-00,LAL,28.0,79,79.0,40.0,29.7,13.6,3.8,0.5,3.0,2.8,12.1,21.1,0.574,0.0,0.0,0.0,5.5,10.4,0.524,0.5784
Shaquille O'Neal,406,2000-01,LAL,29.0,74,74.0,39.5,28.7,12.7,3.7,0.6,2.8,2.9,11.0,19.2,0.572,0.0,0.0,0.0,6.7,13.1,0.513,0.5748
Shaquille O'Neal,406,2001-02,LAL,30.0,67,66.0,36.1,27.2,10.7,3.0,0.6,2.0,2.6,10.6,18.3,0.579,0.0,0.0,0.0,5.9,10.7,0.555,0.5911
Shaquille O'Neal,406,2002-03,LAL,31.0,67,66.0,37.8,27.5,11.1,3.1,0.6,2.4,2.9,10.4,18.1,0.574,0.0,0.0,0.0,6.7,10.8,0.622,0.6017
Shaquille O'Neal,406,2003-04,LAL,32.0,67,67.0,36.8,21.5,11.5,2.9,0.5,2.5,2.9,8.3,14.1,0.584,0.0,0.0,0.0,4.9,10.1,0.49,0.5797
Shaquille O'Neal,406,2004-05,MIA,33.0,73,73.0,34.1,22.9,10.4,2.7,0.5,2.3,2.8,9.0,15.0,0.601,0.0,0.0,0.0,4.8,10.5,0.461,0.5836
Shaquille O'Neal,406,2005-06,MIA,34.0,59,58.0,30.6,20.0,9.2,1.9,0.4,1.8,2.8,8.1,13.6,0.6,0.0,0.0,0.0,3.7,8.0,0.469,0.5841
Shaquille O'Neal,406,2006-07,MIA,35.0,40,39.0,28.4,17.3,7.4,2.0,0.2,1.4,2.4,7.1,12.0,0.591,0.0,0.0,0.0,3.1,7.4,0.422,0.567
Shaquille O'Neal,406,2007-08,MIA,36.0,33,33.0,28.6,14.2,7.8,1.4,0.6,1.6,3.0,5.8,10.0,0.581,0.0,0.0,0.0,2.7,5.4,0.494,0.5737
Shaquille O'Neal,406,2007-08,PHX,36.0,28,28.0,28.7,12.9,10.6,1.7,0.5,1.2,3.0,5.0,8.2,0.611,0.0,0.0,0.0,2.9,5.7,0.513,0.6024
Shaquille O'Neal,406,2007-08,TOT,36.0,61,61.0,28.7,13.6,9.1,1.5,0.5,1.4,3.0,5.4,9.1,0.593,0.0,0.0,0.0,2.8,5.5,0.503,0.5903
Shaquille O'Neal,406,2008-09,PHX,37.0,75,75.0,30.0,17.8,8.4,1.7,0.7,1.4,2.2,6.8,11.2,0.609,0.0,0.0,0.0,4.1,6.9,0.595,0.6252
Shaquille O'Neal,406,2009-10,CLE,38.0,53,53.0,23.4,12.0,6.7,1.5,0.3,1.2,2.0,4.9,8.7,0.566,0.0,0.0,0.0,2.1,4.3,0.496,0.5665
Shaquille O'Neal,406,2010-11,BOS,39.0,37,36.0,20.3,9.2,4.8,0.7,0.4,1.1,1.5,3.6,5.4,0.667,0.0,0.0,0.0,2.0,3.5,0.557,0.6628
Robert Parish,305,1976-77,GOS,23.0,77,1.0,18.0,9.1,7.1,1.0,0.7,1.2,,3.7,7.4,0.503,,,,1.6,2.2,0.708,0.5437
Robert Parish,305,1977-78,GOS,24.0,82,37.0,24.0,12.5,8.3,1.2,1.0,1.5,2.5,5.2,11.1,0.472,,,,2.0,3.2,0.625,0.4997
Robert Parish,305,1978-79,GOS,25.0,76,75.0,31.7,17.2,12.1,1.5,1.3,2.9,3.1,7.3,14.6,0.499,,,,2.6,3.7,0.698,0.5299
Robert Parish,305,1979-80,GOS,26.0,72,69.0,29.4,17.0,10.9,1.7,0.8,1.6,3.1,7.1,14.0,0.507,0.0,0.0,0.0,2.8,3.9,0.715,0.5409
Robert Parish,305,1980-81,BOS,27.0,82,82.0,28.0,18.9,9.5,1.8,1.0,2.6,2.3,7.7,14.2,0.545,0.0,0.0,0.0,3.4,4.8,0.71,0.5793
Robert Parish,305,1981-82,BOS,28.0,80,78.0,31.7,19.9,10.8,1.8,0.9,2.4,2.8,8.4,15.4,0.542,0.0,0.0,0.0,3.2,4.4,0.71,0.574
Robert Parish,305,1982-83,BOS,29.0,78,76.0,31.5,19.3,10.6,1.8,1.0,1.9,2.4,7.9,14.4,0.55,0.0,0.0,0.0,3.5,5.0,0.698,0.5813
Robert Parish,305,1983-84,BOS,30.0,80,79.0,35.8,19.0,10.7,1.7,0.7,1.5,2.3,7.8,14.3,0.546,0.0,0.0,0.0,3.4,4.6,0.745,0.582
Robert Parish,305,1984-85,BOS,31.0,79,78.0,36.1,17.6,10.6,1.6,0.7,1.3,2.4,7.0,12.9,0.542,0.0,0.0,0.0,3.7,5.0,0.743,0.5828
Robert Parish,305,1985-86,BOS,32.0,81,80.0,31.7,16.1,9.5,1.8,0.8,1.4,2.3,6.5,11.9,0.549,0.0,0.0,0.0,3.0,4.1,0.731,0.5874
Robert Parish,305,1986-87,BOS,33.0,80,80.0,37.4,17.5,10.6,2.2,0.8,1.8,2.4,7.4,13.2,0.556,0.0,0.0,0.0,2.8,3.9,0.735,0.5866
Robert Parish,305,1987-88,BOS,34.0,74,73.0,31.2,14.3,8.5,1.6,0.7,1.1,2.1,6.0,10.1,0.589,0.0,0.0,0.0,2.4,3.3,0.734,0.6189
Robert Parish,305,1988-89,BOS,35.0,80,80.0,35.5,18.6,12.5,2.2,1.0,1.5,2.5,7.5,13.1,0.57,0.0,0.0,0.0,3.7,5.1,0.719,0.6061
Robert Parish,305,1989-90,BOS,36.0,79,78.0,30.3,15.7,10.1,1.3,0.5,0.9,2.1,6.4,11.0,0.58,0.0,0.0,0.0,2.9,3.9,0.747,0.6173
Robert Parish,305,1990-91,BOS,37.0,81,81.0,30.1,14.9,10.6,0.8,0.8,1.3,1.9,6.0,10.0,0.598,0.0,0.0,0.0,2.9,3.8,0.767,0.6383
Robert Parish,305,1991-92,BOS,38.0,79,79.0,28.9,14.1,8.9,0.9,0.9,1.2,1.7,5.9,11.1,0.535,0.0,0.0,0.0,2.3,2.9,0.772,0.5697
Robert Parish,305,1992-93,BOS,39.0,79,79.0,27.2,12.6,9.4,0.8,0.7,1.4,1.5,5.3,9.8,0.535,0.0,0.0,0.0,2.1,3.0,0.689,0.5665
Robert Parish,305,1993-94,BOS,40.0,74,74.0,26.9,11.7,7.3,1.1,0.6,1.3,1.5,4.8,9.8,0.491,0.0,0.0,0.0,2.1,2.8,0.74,0.5303
Robert Parish,305,1994-95,CHH,41.0,81,4.0,16.7,4.8,4.3,0.5,0.3,0.4,0.8,2.0,4.6,0.427,0.0,0.0,0.0,0.9,1.2,0.703,0.468
Robert Parish,305,1995-96,CHH,42.0,74,34.0,14.7,3.9,4.1,0.4,0.3,0.7,0.7,1.6,3.3,0.498,0.0,0.0,0.0,0.7,1.0,0.704,0.5214
Robert Parish,305,1996-97,CHI,43.0,43,3.0,9.4,3.7,2.1,0.5,0.1,0.4,0.7,1.6,3.3,0.49,0.0,0.0,0.0,0.5,0.7,0.677,0.5127
Chris Paul,101108,2005-06,NOK,21.0,78,78.0,36.0,16.1,5.1,7.8,2.2,0.1,2.3,5.2,12.1,0.43,0.6,2.3,0.282,5.1,6.0,0.847,0.5461
Chris Paul,101108,2006-07,NOK,22.0,64,64.0,36.8,17.3,4.4,8.9,1.8,0.0,2.5,6.0,13.6,0.437,0.8,2.2,0.35,4.6,5.6,0.818,0.5385
Chris Paul,101108,2007-08,NOH,23.0,80,80.0,37.6,21.1,4.0,11.6,2.7,0.1,2.5,7.9,16.1,0.488,1.2,3.1,0.369,4.2,4.9,0.851,0.5779
Chris Paul,101108,2008-09,NOH,24.0,78,78.0,38.5,22.8,5.5,11.0,2.8,0.1,3.0,8.1,16.1,0.503,0.8,2.3,0.364,5.8,6.7,0.868,0.5985
Chris Paul,101108,2009-10,NOH,25.0,45,45.0,38.0,18.7,4.2,10.7,2.1,0.2,2.5,7.0,14.2,0.493,1.2,2.8,0.409,3.6,4.2,0.847,0.5826
Chris Paul,101108,2010-11,NOH,26.0,80,80.0,36.0,15.9,4.1,9.8,2.4,0.1,2.2,5.4,11.6,0.463,0.9,2.3,0.388,4.2,4.8,0.878,0.5798
Chris Paul,101108,2011-12,LAC,27.0,60,60.0,36.4,19.8,3.6,9.1,2.5,0.1,2.1,7.1,14.8,0.478,1.3,3.6,0.371,4.3,5.0,0.861,0.5824
Chris Paul,101108,2012-13,LAC,28.0,70,70.0,33.4,16.9,3.7,9.7,2.4,0.1,2.3,5.9,12.2,0.481,1.1,3.3,0.328,4.1,4.6,0.885,0.5941
Chris Paul,101108,2013-14,LAC,29.0,62,62.0,35.0,19.1,4.3,10.7,2.5,0.1,2.3,6.5,14.0,0.467,1.3,3.4,0.368,4.8,5.6,0.855,0.5801
Chris Paul,101108,2014-15,LAC,30.0,82,82.0,34.8,19.1,4.6,10.2,1.9,0.2,2.3,6.9,14.3,0.485,1.7,4.3,0.398,3.5,3.9,0.9,0.5963
Chris Paul,101108,2015-16,LAC,31.0,74,74.0,32.7,19.5,4.2,10.0,2.1,0.2,2.6,7.0,15.1,0.462,1.6,4.4,0.371,4.0,4.4,0.896,0.5723
Chris Paul,101108,2016-17,LAC,32.0,61,61.0,31.5,18.1,5.0,9.2,2.0,0.1,2.4,6.1,12.9,0.476,2.0,5.0,0.411,3.8,4.3,0.892,0.6118
Chris Paul,101108,2017-18,HOU,33.0,58,58.0,31.8,18.6,5.4,7.9,1.7,0.2,2.2,6.3,13.8,0.46,2.5,6.5,0.38,3.5,3.8,0.919,0.6011
Chris Paul,101108,2018-19,HOU,34.0,58,58.0,32.0,15.6,4.6,8.2,2.0,0.3,2.6,5.2,12.4,0.419,2.2,6.1,0.358,3.0,3.5,0.862,0.5595
Chris Paul,101108,2019-20,OKC,35.0,70,70.0,31.5,17.6,5.0,6.7,1.6,0.2,2.3,6.2,12.7,0.489,1.6,4.3,0.365,3.6,4.0,0.907,0.6086
Chris Paul,101108,2020-21,PHX,36.0,70,70.0,31.4,16.4,4.5,8.9,1.4,0.3,2.2,6.3,12.6,0.499,1.5,3.7,0.395,2.4,2.6,0.934,0.5966
Chris Paul,101108,2021-22,PHX,37.0,65,65.0,32.9,14.7,4.4,10.8,1.9,0.3,2.4,5.6,11.3,0.493,1.0,3.1,0.317,2.6,3.1,0.837,0.5804
Chris Paul,101108,2022-23,PHX,38.0,59,59.0,32.0,13.9,4.3,8.9,1.5,0.4,1.9,5.0,11.3,0.44,1.7,4.4,0.375,2.3,2.7,0.831,0.5565
Chris Paul,101108,2023-24,GSW,39.0,58,18.0,26.4,9.2,3.9,6.8,1.2,0.1,1.3,3.6,8.1,0.441,1.3,3.6,0.371,0.7,0.9,0.827,0.5414
Chris Paul,101108,2024-25,SAS,40.0,82,82.0,28.0,8.8,3.6,7.4,1.3,0.3,1.6,3.0,7.1,0.427,1.7,4.5,0.377,1.0,1.1,0.924,0.5802
Chris Paul,101108,2025-26,LAC,40.0,16,0.0,14.3,2.9,1.8,3.3,0.7,0.0,1.0,1.1,3.5,0.321,0.6,1.9,0.333,0.1,0.1,0.5,0.4091
Gary Payton,56,1990-91,SEA,22.0,82,82.0,27.4,7.2,3.0,6.4,2.0,0.2,2.2,3.2,7.0,0.45,0.0,0.2,0.077,0.8,1.2,0.711,0.4782
Gary Payton,56,1991-92,SEA,23.0,81,79.0,31.5,9.4,3.6,6.2,1.8,0.3,2.1,4.1,9.1,0.451,0.0,0.3,0.13,1.2,1.8,0.669,0.4751
Gary Payton,56,1992-93,SEA,24.0,82,78.0,31.1,13.5,3.4,4.9,2.2,0.3,1.8,5.8,11.7,0.494,0.1,0.4,0.206,1.8,2.4,0.77,0.5292
Gary Payton,56,1993-94,SEA,25.0,82,82.0,35.1,16.5,3.3,6.0,2.3,0.2,2.1,7.1,14.1,0.504,0.2,0.7,0.278,2.0,3.4,0.595,0.529
Gary Payton,56,1994-95,SEA,26.0,82,82.0,36.8,20.6,3.4,7.1,2.5,0.2,2.5,8.4,16.4,0.509,0.9,2.8,0.302,3.0,4.2,0.716,0.5644
Gary Payton,56,1995-96,SEA,27.0,81,81.0,39.0,19.3,4.2,7.5,2.9,0.2,3.2,7.6,15.8,0.484,1.2,3.7,0.328,2.8,3.8,0.748,0.5523
Gary Payton,56,1996-97,SEA,28.0,82,80.0,39.2,21.8,4.6,7.1,2.4,0.2,2.6,8.6,18.1,0.476,1.5,4.6,0.313,3.1,4.3,0.715,0.5452
Gary Payton,56,1997-98,SEA,29.0,82,82.0,38.4,19.2,4.6,8.3,2.3,0.2,2.8,7.1,15.6,0.453,1.6,4.8,0.338,3.4,4.6,0.744,0.5447
Gary Payton,56,1998-99,SEA,30.0,50,50.0,40.2,21.7,4.9,8.7,2.2,0.2,3.1,8.0,18.5,0.434,1.7,5.6,0.295,4.0,5.5,0.721,0.5186
Gary Payton,56,1999-00,SEA,31.0,82,82.0,41.8,24.2,6.5,8.9,1.9,0.2,2.7,9.1,20.3,0.448,2.2,6.3,0.34,3.8,5.2,0.735,0.5357
Gary Payton,56,2000-01,SEA,32.0,79,79.0,41.1,23.1,4.6,8.1,1.6,0.3,2.6,9.2,20.1,0.456,1.3,3.4,0.375,3.4,4.5,0.766,0.5231
Gary Payton,56,2001-02,SEA,33.0,82,82.0,40.2,22.1,4.8,9.0,1.6,0.3,2.5,9.0,19.2,0.467,0.9,2.9,0.314,3.3,4.1,0.797,0.5261
Gary Payton,56,2002-03,SEA,34.0,52,52.0,40.8,20.8,4.8,8.8,1.8,0.2,2.5,8.5,19.1,0.448,0.7,2.2,0.298,3.1,4.5,0.692,0.4934
Gary Payton,56,2002-03,MIL,34.0,28,28.0,38.8,19.6,3.1,7.4,1.4,0.3,2.0,7.9,16.9,0.466,0.7,2.4,0.294,3.1,4.2,0.746,0.5227
Gary Payton,56,2002-03,TOT,34.0,80,80.0,40.1,20.4,4.2,8.3,1.7,0.3,2.3,8.3,18.3,0.454,0.7,2.3,0.297,3.1,4.4,0.71,0.5041
Gary Payton,56,2003-04,LAL,35.0,82,82.0,34.5,14.6,4.2,5.5,1.2,0.2,1.8,5.9,12.5,0.471,0.7,2.0,0.333,2.2,3.1,0.714,0.5265
Gary Payton,56,2004-05,BOS,36.0,77,77.0,33.0,11.3,3.1,6.1,1.1,0.2,1.9,4.4,9.4,0.468,0.5,1.7,0.326,2.0,2.6,0.761,0.5358
Gary Payton,56,2005-06,MIA,37.0,81,25.0,28.5,7.7,2.9,3.2,0.9,0.1,1.3,2.8,6.8,0.42,0.8,2.8,0.287,1.2,1.6,0.794,0.5131
Gary Payton,56,2006-07,MIA,38.0,68,28.0,22.1,5.3,1.9,3.0,0.6,0.0,1.0,2.1,5.4,0.393,0.5,1.8,0.26,0.6,0.8,0.667,0.4607
Bob Pettit,77847,1954-55,MIH,22.0,72,,36.9,20.4,13.8,3.2,,,,7.2,17.8,0.407,,,,5.9,7.9,0.751,0.4794
Bob Pettit,77847,1955-56,STL,23.0,72,,38.8,25.7,16.2,2.6,,,,9.0,20.9,0.429,,,,7.7,10.5,0.736,0.5035
