nba_id,year,player_name,GamesPlayed,Minutes,Pos2,TeamAbbreviation,playoffs,TS_pct,d_Points_Per100,d_Points_PerGame,rTSPct,d_Points_Created_Per100,d_Points_Created_PerGame,dpm,o_dpm,d_Assists_Per100,d_Assists_PerGame,d_dpm,netrtg_on_off,PASSING_on-ball-time%,SFC_pct,playtype_diff,pt_adj_rTS
1629029,2019,Luka Doncic,72,2318,SG,DAL,0,0.543,31.992,21.194,-1.661,53.962,35.75,1.9,2.99,8.994,5.958,-1.09,-3.321,40.4,6.497,2.212,0.551
1713,2020,Vince Carter,60,876,PF,ATL,0,0.47,15.902,4.967,-9.497,22.038,6.883,-3.65,-3.13,2.561,0.8,-0.52,-1.341,8.9,15.884,0.984,-8.513
2544,2020,LeBron James,67,2316,PG,LAL,0,0.581,35.449,25.343,1.621,68.894,49.254,6.46,5.03,14.28,10.209,1.43,10.287,42.9,5.288,1.451,3.072
2546,2020,Carmelo Anthony,58,1902,PF,POR,0,0.523,22.902,15.431,-4.179,28.327,19.086,-1.52,-0.51,2.175,1.466,-1.01,2.75,9.8,11.399,1.043,-3.136
2730,2020,Dwight Howard,69,1306,C,LAL,0,0.691,19.569,7.493,12.618,23.543,9.014,-0.34,-1.98,1.703,0.652,1.64,1.245,7.4,15.559,-5.246,7.372
101108,2020,Chris Paul,70,2208,PG,OKC,0,0.604,27.257,17.6,3.915,52.301,33.771,5.68,3.63,10.442,6.743,2.04,11.917,39.1,6.069,2.931,6.847
201566,2020,Russell Westbrook,57,2049,PG,HOU,0,0.536,34.596,27.246,-2.929,57.184,45.035,2.4,2.37,8.933,7.035,0.02,-1.09,32.0,11.129,0.818,-2.11
201935,2020,James Harden,68,2483,SG,HOU,0,0.63,44.333,34.338,6.489,67.61,52.368,5.91,5.77,9.721,7.529,0.14,9.992,46.9,7.055,2.452,8.941
202331,2020,Paul George,48,1419,SF,LAC,0,0.585,34.863,21.521,2.019,49.983,30.854,4.66,2.66,6.244,3.854,2.0,3.845,21.3,9.901,2.501,4.52
202681,2020,Kyrie Irving,20,658,PG,BKN,0,0.593,39.004,27.4,2.804,61.068,42.9,2.91,3.69,9.11,6.4,-0.78,-0.456,38.6,7.619,2.307,5.111
202695,2020,Kawhi Leonard,57,1848,SF,LAC,0,0.588,40.52,27.07,2.263,58.482,39.07,6.15,4.51,7.353,4.912,1.64,12.577,28.7,5.684,2.353,4.617
202710,2020,Jimmy Butler,58,1959,SF,MIA,0,0.581,29.217,19.948,1.567,50.707,34.621,3.31,2.3,8.838,6.034,1.0,5.959,31.8,4.29,0.782,2.349
203076,2020,Anthony Davis,62,2131,PF,LAL,0,0.605,36.02,26.097,4.048,46.861,33.952,4.23,2.12,4.452,3.226,2.11,-1.984,14.6,11.212,-0.732,3.315
203081,2020,Damian Lillard,66,2474,PG,POR,0,0.628,38.009,29.97,6.322,62.337,49.152,4.36,5.95,10.184,8.03,-1.59,8.414,46.0,6.48,3.375,9.697
203110,2020,Draymond Green,43,1222,PF,GSW,0,0.489,13.408,8.023,-7.633,38.127,22.814,2.35,-0.92,10.338,6.186,3.27,2.195,21.7,8.571,-0.408,-8.041
203507,2020,Giannis Antetokounmpo,63,1917,PF,MIL,0,0.617,44.172,29.476,5.197,65.628,43.794,6.78,3.55,8.421,5.619,3.23,13.225,29.3,6.993,-1.211,3.985
203954,2020,Joel Embiid,51,1506,C,PHI,0,0.586,37.917,22.98,2.073,49.596,30.059,3.64,1.11,4.918,2.98,2.53,4.716,17.2,8.782,-0.126,1.947
203999,2020,Nikola Jokic,73,2336,C,DEN,0,0.602,31.265,19.945,3.683,56.41,35.986,4.49,3.19,10.994,7.014,1.29,5.927,24.4,7.772,-0.594,3.089
1626164,2020,Devin Booker,70,2512,SG,PHX,0,0.611,35.217,26.614,4.638,56.181,42.457,1.62,3.35,8.62,6.514,-1.73,5.579,23.6,7.85,0.989,5.628
1628369,2020,Jayson Tatum,66,2265,PF,BOS,0,0.564,33.24,23.439,-0.114,43.704,30.818,3.82,2.54,4.297,3.03,1.28,10.757,19.9,6.984,1.882,1.768
1628378,2020,Donovan Mitchell,69,2364,SG,UTA,0,0.557,34.215,23.986,-0.826,49.493,34.696,2.37,3.22,6.078,4.261,-0.86,-0.982,33.3,10.392,2.586,1.759
1628983,2020,Shai Gilgeous-Alexander,70,2429,SG,OKC,0,0.566,26.846,19.014,0.104,38.161,27.029,0.89,0.84,4.679,3.314,0.05,3.026,23.2,6.036,1.966,2.07
1629029,2020,Luka Doncic,61,2047,PG,DAL,0,0.591,41.33,28.836,2.59,72.345,50.475,3.34,4.96,12.641,8.82,-1.62,0.982,51.2,6.96,2.802,5.391
1629630,2020,Ja Morant,67,2074,PG,MEM,0,0.553,27.144,17.806,-1.175,53.561,35.134,-0.96,0.38,11.104,7.284,-1.34,0.575,43.9,6.769,1.965,0.791
2544,2021,LeBron James,45,1504,PG,LAL,0,0.607,36.725,25.022,3.45,64.025,43.622,6.48,5.03,11.416,7.778,1.45,10.661,38.5,6.178,1.087,4.537
2546,2021,Carmelo Anthony,69,1690,PF,POR,0,0.545,27.018,13.391,-2.698,34.649,17.174,-2.37,-0.03,3.041,1.507,-2.34,-6.299,11.8,13.333,1.532,-1.166
2730,2021,Dwight Howard,69,1196,C,PHI,0,0.607,19.967,6.986,3.505,25.684,8.986,-1.29,-2.32,2.527,0.884,1.03,-11.164,9.6,14.017,-3.754,-0.248
101108,2021,Chris Paul,70,2199,PG,PHX,0,0.595,25.925,16.414,2.349,59.409,37.614,4.26,2.99,14.034,8.886,1.27,2.455,45.7,8.889,3.024,5.373
201142,2021,Kevin Durant,35,1157,PF,BKN,0,0.667,38.791,26.943,9.547,57.672,40.057,5.73,5.28,8.021,5.571,0.45,10.314,21.7,9.375,1.201,10.748
201566,2021,Russell Westbrook,65,2369,PG,WAS,0,0.508,28.004,22.231,-6.356,62.248,49.415,2.16,2.04,14.787,11.738,0.11,0.891,46.4,8.033,1.446,-4.909
201935,2021,James Harden,44,1609,PG,BKN,0,0.614,32.978,24.614,4.232,66.87,49.909,4.9,5.18,14.464,10.795,-0.28,5.501,46.9,9.074,3.172,7.404
201939,2021,Stephen Curry,63,2152,PG,GSW,0,0.66,43.129,31.984,8.766,61.173,45.365,4.59,5.24,7.77,5.762,-0.65,8.893,33.8,9.109,1.372,10.138
202331,2021,Paul George,54,1821,SF,LAC,0,0.596,34.54,23.315,2.371,53.553,36.148,5.15,3.64,7.682,5.185,1.51,10.456,27.0,7.071,2.41,4.782
202681,2021,Kyrie Irving,54,1886,PG,BKN,0,0.612,37.025,26.87,3.996,56.928,41.315,3.62,4.42,8.267,6.0,-0.8,1.86,33.9,10.114,1.771,5.767
202695,2021,Kawhi Leonard,52,1773,SF,LAC,0,0.62,36.415,24.846,4.816,56.003,38.212,6.53,5.03,7.582,5.173,1.51,12.482,24.6,5.386,2.135,6.95
202710,2021,Jimmy Butler,52,1745,SF,MIA,0,0.602,31.858,21.462,3.04,57.351,38.635,3.67,2.42,10.534,7.096,1.25,10.407,36.1,5.025,0.807,3.847
203076,2021,Anthony Davis,36,1162,PF,LAL,0,0.551,33.277,21.833,-2.136,44.539,29.222,3.72,1.43,4.657,3.056,2.29,3.218,16.2,6.483,-0.161,-2.297
203081,2021,Damian Lillard,67,2398,PG,POR,0,0.62,38.879,28.776,4.84,64.206,47.522,4.0,5.65,10.184,7.537,-1.65,6.591,46.6,5.49,3.166,8.006
203110,2021,Draymond Green,63,1982,PF,GSW,0,0.532,10.447,7.048,-3.963,41.741,28.159,2.05,-1.13,13.129,8.857,3.18,9.925,19.4,10.893,-1.971,-5.933
203507,2021,Giannis Antetokounmpo,61,2013,PF,MIL,0,0.635,40.117,28.148,6.346,61.752,43.328,7.31,4.71,8.341,5.852,2.6,7.018,27.8,7.806,-0.946,5.399
203954,2021,Joel Embiid,51,1585,C,PHI,0,0.628,44.251,28.451,5.643,54.925,35.314,5.96,3.35,4.422,2.843,2.61,11.674,19.0,7.303,0.293,5.936
203999,2021,Nikola Jokic,72,2488,C,DEN,0,0.645,37.801,26.361,7.295,65.883,45.944,4.42,3.62,11.93,8.319,0.81,7.816,26.8,7.981,-0.788,6.506
1626164,2021,Devin Booker,67,2270,SG,PHX,0,0.585,37.298,25.552,1.34,52.898,36.239,2.88,4.01,6.296,4.313,-1.13,2.781,23.9,9.058,1.386,2.726
1628369,2021,Jayson Tatum,64,2290,SF,BOS,0,0.575,36.286,26.438,0.295,51.212,37.312,2.93,3.37,5.919,4.312,-0.43,5.214,26.8,6.646,2.126,2.421
1628378,2021,Donovan Mitchell,53,1771,PG,UTA,0,0.571,38.563,26.434,-0.063,57.803,39.623,3.15,4.2,7.625,5.226,-1.06,-2.532,36.7,9.18,2.225,2.162
1628983,2021,Shai Gilgeous-Alexander,35,1180,SG,OKC,0,0.622,34.128,23.714,5.026,55.633,38.657,0.83,1.77,8.512,5.914,-0.93,3.315,44.8,5.812,3.103,8.129
1629029,2021,Luka Doncic,66,2254,PG,DAL,0,0.588,39.913,27.727,1.602,69.902,48.561,2.86,4.09,12.366,8.591,-1.23,3.121,52.2,8.439,3.415,5.016
1629630,2021,Ja Morant,63,2053,PG,MEM,0,0.533,28.026,19.111,-3.914,53.771,36.667,-0.37,1.31,10.824,7.381,-1.68,3.264,41.6,5.874,1.875,-2.039
1630162,2021,Anthony Edwards,72,2314,SG,MIN,0,0.523,28.595,19.333,-4.862,39.441,26.667,0.64,2.06,4.334,2.931,-1.42,1.657,20.8,7.214,1.529,-3.333
2544,2022,LeBron James,56,2084,C,LAL,0,0.625,39.603,30.268,5.855,59.299,45.321,5.53,4.99,8.154,6.232,0.55,2.339,33.5,8.194,-0.117,5.739
2546,2022,Carmelo Anthony,69,1793,PF,LAL,0,0.579,24.481,13.319,1.273,28.929,15.739,-2.54,-0.94,1.811,0.986,-1.6,0.254,8.2,12.34,-0.005,1.268
2730,2022,Dwight Howard,60,971,C,LAL,0,0.648,18.855,6.2,8.208,22.909,7.533,-1.29,-1.91,1.774,0.583,0.62,-3.282,6.8,13.529,-5.8,2.408
101108,2022,Chris Paul,65,2139,PG,PHX,0,0.574,21.842,14.738,0.83,58.345,39.369,4.57,2.98,16.005,10.8,1.6,4.828,44.0,7.571,3.443,4.274
201142,2022,Kevin Durant,55,2047,PF,BKN,0,0.632,38.632,29.873,6.581,57.794,44.691,4.92,5.08,8.253,6.382,-0.17,11.681,23.6,7.663,1.965,8.546
201566,2022,Russell Westbrook,78,2678,PG,LAL,0,0.51,25.838,18.474,-5.63,49.202,35.179,-0.35,0.31,9.862,7.051,-0.66,-2.857,37.4,9.604,0.996,-4.634
201935,2022,James Harden,65,2420,PG,PHI,0,0.586,29.201,22.031,1.961,60.522,45.662,3.75,3.62,13.601,10.262,0.13,3.18,49.3,7.614,2.99,4.951
201939,2022,Stephen Curry,64,2211,PG,GSW,0,0.602,35.644,25.469,3.64,56.309,40.234,4.83,4.78,8.834,6.312,0.05,10.411,32.4,7.613,1.766,5.407
202331,2022,Paul George,31,1077,PF,LAC,0,0.536,34.071,24.323,-3.047,53.502,38.194,4.55,2.8,7.953,5.677,1.75,5.186,30.3,6.475,2.558,-0.489
202681,2022,Kyrie Irving,29,1091,PG,BKN,0,0.593,35.425,27.448,2.675,53.004,41.069,3.8,4.3,7.432,5.759,-0.5,5.719,30.9,9.73,2.556,5.231
202691,2022,Klay Thompson,32,941,SG,GSW,0,0.547,33.591,20.375,-1.92,44.41,26.938,0.43,1.13,4.534,2.75,-0.7,-2.695,11.7,10.526,1.183,-0.737
202710,2022,Jimmy Butler,57,1931,SF,MIA,0,0.585,31.886,21.386,1.867,52.446,35.175,4.06,2.87,8.161,5.474,1.2,2.761,29.7,5.197,0.19,2.057
203076,2022,Anthony Davis,40,1404,C,LAL,0,0.573,31.584,23.175,0.746,42.112,30.9,2.29,0.47,4.157,3.05,1.82,-0.541,15.1,8.529,-2.079,-1.333
203081,2022,Damian Lillard,29,1056,PG,POR,0,0.543,32.161,23.966,-2.285,55.53,41.379,4.31,5.43,9.81,7.31,-1.12,9.886,39.7,5.983,3.145,0.86
203110,2022,Draymond Green,46,1329,PF,GSW,0,0.579,12.554,7.522,1.26,40.784,24.435,2.32,-1.22,11.611,6.957,3.55,1.812,18.7,10.756,-3.451,-2.191
203507,2022,Giannis Antetokounmpo,67,2204,PF,MIL,0,0.634,43.352,29.881,6.809,65.44,45.104,7.16,4.5,8.402,5.791,2.66,11.651,27.6,9.395,-1.596,5.213
203954,2022,Joel Embiid,68,2297,C,PHI,0,0.614,45.443,30.574,4.805,60.721,40.853,6.32,3.93,6.208,4.176,2.39,11.402,20.0,7.077,-0.184,4.62
203999,2022,Nikola Jokic,74,2476,C,DEN,0,0.664,39.566,27.081,9.763,66.338,45.405,5.32,3.95,11.53,7.892,1.37,15.933,25.9,6.401,-1.599,8.164
1626164,2022,Devin Booker,68,2345,SG,PHX,0,0.575,37.443,26.794,0.905,53.637,38.382,3.77,4.67,6.761,4.838,-0.9,4.414,24.0,8.44,1.454,2.358
1628369,2022,Jayson Tatum,76,2731,SF,BOS,0,0.575,37.459,26.921,0.87,52.71,37.882,5.24,4.59,6.115,4.395,0.66,14.394,25.5,7.403,1.642,2.512
1628378,2022,Donovan Mitchell,67,2266,SG,UTA,0,0.576,37.764,25.866,0.968,57.202,39.179,3.48,4.46,7.801,5.343,-0.98,-1.057,36.9,8.736,2.83,3.798
1628983,2022,Shai Gilgeous-Alexander,56,1942,PG,OKC,0,0.552,33.843,24.482,-1.392,53.74,38.875,1.57,2.67,8.171,5.911,-1.1,2.839,42.2,7.741,2.977,1.585
1629029,2022,Luka Doncic,65,2301,PG,DAL,0,0.57,40.773,28.415,0.36,71.258,49.662,3.28,3.93,12.539,8.738,-0.65,-0.606,52.8,6.512,3.757,4.117
1629630,2022,Ja Morant,57,1889,PG,MEM,0,0.574,39.827,27.439,0.834,62.898,43.333,2.46,3.78,9.778,6.737,-1.32,-2.177,44.8,5.54,1.827,2.66
1630162,2022,Anthony Edwards,72,2466,SG,MIN,0,0.559,30.006,21.292,-0.651,43.766,31.056,2.23,2.42,5.383,3.819,-0.19,3.933,24.8,6.479,1.74,1.089
2544,2023,LeBron James,55,1954,PF,LAL,0,0.587,38.733,28.909,0.58,59.927,44.727,4.14,3.36,9.135,6.818,0.78,8.384,31.9,5.911,0.086,0.666
101108,2023,Chris Paul,59,1889,PG,PHX,0,0.547,21.609,13.881,-3.405,54.142,34.78,3.08,1.67,13.826,8.881,1.42,-0.953,43.4,9.008,3.199,-0.206
201142,2023,Kevin Durant,47,1672,PF,PHX,0,0.681,40.117,29.064,9.964,56.388,40.851,5.02,4.41,6.902,5.0,0.61,7.17,22.5,7.328,1.624,11.588
201566,2023,Russell Westbrook,73,2126,PG,LAC,0,0.515,25.551,15.877,-6.635,53.153,33.027,0.64,1.09,12.147,7.548,-0.46,-1.599,36.9,9.916,1.209,-5.426
201935,2023,James Harden,58,2135,PG,PHI,0,0.607,28.904,20.966,2.629,62.871,45.603,4.22,4.01,14.69,10.655,0.21,4.105,46.6,6.174,2.928,5.556
201939,2023,Stephen Curry,56,1941,PG,GSW,0,0.659,39.483,29.429,7.771,59.559,44.393,4.72,4.91,8.433,6.286,-0.19,8.085,32.8,7.621,1.659,9.43
202331,2023,Paul George,56,1939,SF,LAC,0,0.584,34.014,23.786,0.299,52.247,36.536,4.49,2.79,7.354,5.143,1.71,6.5,28.1,10.349,2.161,2.46
202681,2023,Kyrie Irving,60,2240,PG-SG,DAL,0,0.613,36.011,27.05,3.161,53.938,40.517,3.75,4.2,7.344,5.517,-0.46,5.701,30.5,10.585,1.641,4.802
202691,2023,Klay Thompson,69,2279,SF,GSW,0,0.574,31.171,21.87,-0.671,39.0,27.362,0.44,0.84,3.367,2.362,-0.4,3.417,10.1,10.831,0.972,0.302
202695,2023,Kawhi Leonard,52,1748,SF,LAC,0,0.623,35.03,23.827,4.238,49.59,33.731,4.81,3.69,5.768,3.923,1.13,9.723,23.4,6.94,1.905,6.143
202710,2023,Jimmy Butler,64,2138,PF,MIA,0,0.645,34.535,22.906,6.362,54.205,35.953,3.56,2.87,8.009,5.312,0.69,3.214,27.7,4.611,0.474,6.837
203076,2023,Anthony Davis,56,1905,C,LAL,0,0.626,36.257,25.911,4.545,45.127,32.25,4.04,1.41,3.698,2.643,2.63,7.281,14.5,8.781,-1.908,2.637
203081,2023,Damian Lillard,58,2107,PG,POR,0,0.642,43.265,32.172,6.131,66.659,49.569,4.52,5.98,9.854,7.328,-1.46,13.187,41.7,8.385,2.998,9.129
203110,2023,Draymond Green,73,2297,PF,GSW,0,0.592,12.662,8.452,1.113,37.656,25.137,2.22,-1.02,10.261,6.849,3.23,12.452,14.0,10.189,-3.804,-2.691
203507,2023,Giannis Antetokounmpo,63,2024,PF,MIL,0,0.608,45.975,31.095,2.701,67.731,45.81,6.56,3.94,8.425,5.698,2.62,8.1,32.7,8.745,-1.002,1.699
203954,2023,Joel Embiid,66,2284,C,PHI,0,0.651,47.946,33.076,6.966,63.365,43.712,6.32,3.73,6.018,4.152,2.59,10.35,17.8,8.768,-0.422,6.544
203999,2023,Nikola Jokic,69,2323,C,DEN,0,0.704,35.223,24.493,12.285,67.82,47.159,7.24,4.82,14.131,9.826,2.42,22.643,26.3,6.505,-1.505,10.78
1626164,2023,Devin Booker,53,1835,SG,PHX,0,0.6,39.154,27.755,1.908,58.185,41.245,3.36,4.2,7.799,5.528,-0.85,6.626,29.7,10.85,1.872,3.781
1628369,2023,Jayson Tatum,74,2732,SF,BOS,0,0.606,39.825,30.068,2.501,55.468,41.878,4.93,4.73,6.121,4.622,0.2,5.758,26.2,5.251,1.13,3.631
1628378,2023,Donovan Mitchell,68,2432,SG,CLE,0,0.616,39.694,28.265,3.453,54.172,38.574,3.62,3.84,6.216,4.426,-0.22,1.266,31.3,10.74,2.107,5.56
1628983,2023,Shai Gilgeous-Alexander,68,2416,PG,OKC,0,0.618,41.537,31.397,3.678,59.864,45.25,2.26,2.75,7.218,5.456,-0.49,4.748,38.2,7.839,1.437,5.115
1629029,2023,Luka Doncic,66,2391,PG,DAL,0,0.608,44.532,32.394,2.725,71.943,52.333,3.58,4.57,11.019,8.015,-0.99,4.953,50.5,7.733,2.97,5.696
1629630,2023,Ja Morant,61,1948,PG,MEM,0,0.558,38.908,26.164,-2.308,67.431,45.344,2.18,2.91,12.019,8.082,-0.73,6.23,47.3,6.479,1.856,-0.452
1630162,2023,Anthony Edwards,79,2842,SG,MIN,0,0.565,32.766,24.633,-1.638,47.264,35.532,3.06,2.55,5.893,4.43,0.52,4.548,26.0,7.354,1.827,0.189
2544,2024,LeBron James,71,2504,PF,LAL,0,0.637,35.12,25.662,5.695,61.411,44.873,4.48,3.75,11.353,8.296,0.73,9.592,29.2,4.93,0.221,5.916
101108,2024,Chris Paul,58,1531,PG,GSW,0,0.543,17.16,9.19,-3.717,47.714,25.552,0.19,-0.35,12.653,6.776,0.54,0.423,34.3,8.471,3.102,-0.615
201142,2024,Kevin Durant,75,2791,PF,PHX,0,0.625,35.456,27.093,4.5,51.073,39.027,4.55,3.94,6.596,5.04,0.62,6.589,21.8,7.211,1.416,5.916
201566,2024,Russell Westbrook,68,1529,PG,LAC,0,0.514,23.831,11.088,-6.638,45.86,21.338,-0.51,-0.02,9.671,4.5,-0.49,1.256,29.2,9.572,-0.394,-7.031
201935,2024,James Harden,72,2470,PG,LAC,0,0.619,24.242,16.556,3.929,53.305,36.403,3.29,3.33,12.487,8.528,-0.03,6.328,39.0,6.398,2.862,6.79
201939,2024,Stephen Curry,74,2421,PG,GSW,0,0.615,38.527,26.432,3.535,55.702,38.216,3.07,4.14,7.465,5.122,-1.07,0.095,30.9,7.552,2.052,5.587
202331,2024,Paul George,74,2502,PF,LAC,0,0.61,33.327,22.581,2.983,45.672,30.946,4.56,3.13,5.225,3.541,1.43,15.332,19.5,8.381,1.764,4.747
202681,2024,Kyrie Irving,58,2030,SG,DAL,0,0.607,35.6,25.638,2.702,52.813,38.034,3.55,3.72,7.158,5.155,-0.17,8.726,27.3,8.824,1.557,4.259
202691,2024,Klay Thompson,77,2284,SF,GSW,0,0.576,28.923,17.857,-0.354,37.421,23.104,-0.38,0.78,3.702,2.286,-1.16,-7.63,9.3,9.836,1.003,0.649
202695,2024,Kawhi Leonard,68,2330,SF,LAC,0,0.628,34.422,23.721,4.766,47.375,32.647,5.41,4.06,5.207,3.588,1.35,11.864,19.2,5.314,1.278,6.044
202710,2024,Jimmy Butler,60,2042,PF,MIA,0,0.621,30.629,20.767,4.071,49.508,33.567,3.51,2.29,7.325,4.967,1.21,6.889,26.3,4.695,0.313,4.384
203076,2024,Anthony Davis,76,2700,C,LAL,0,0.62,33.104,24.684,4.027,44.133,32.908,3.97,1.61,4.694,3.5,2.36,5.774,15.4,8.136,-2.335,1.691
203081,2024,Damian Lillard,73,2579,PG,MIL,0,0.586,32.731,24.315,0.649,55.283,41.068,2.69,3.78,9.368,6.959,-1.08,12.637,41.8,6.502,2.706,3.355
203110,2024,Draymond Green,55,1490,PF,GSW,0,0.586,15.166,8.636,0.642,40.358,22.982,2.06,-1.12,10.6,6.036,3.19,5.091,14.4,10.52,-2.408,-1.766
203507,2024,Giannis Antetokounmpo,73,2567,PF,MIL,0,0.651,41.509,30.438,7.085,64.711,47.452,6.23,4.08,8.892,6.521,2.15,10.234,26.7,9.111,-1.405,5.68
203954,2024,Joel Embiid,39,1309,C,PHI,0,0.639,49.779,34.692,5.873,69.978,48.769,6.18,4.03,8.057,5.615,2.15,10.363,20.3,7.923,0.032,5.905
203999,2024,Nikola Jokic,79,2737,C,DEN,0,0.652,37.738,26.392,7.153,67.819,47.43,7.42,4.92,12.814,8.962,2.5,20.289,26.8,6.222,-1.122,6.032
1626164,2024,Devin Booker,68,2447,PG,PHX,0,0.607,36.6,27.074,2.745,59.821,44.25,3.4,4.37,9.384,6.941,-0.97,6.586,34.3,10.171,1.728,4.473
1628369,2024,Jayson Tatum,74,2645,PF,BOS,0,0.601,37.106,26.851,2.104,54.323,39.311,5.1,4.66,6.797,4.919,0.44,-1.353,26.7,6.888,1.772,3.876
1628378,2024,Donovan Mitchell,55,1943,SG,CLE,0,0.59,36.602,26.6,1.027,56.818,41.291,4.82,3.88,8.331,6.055,0.94,9.023,35.6,11.0,1.998,3.025
1628983,2024,Shai Gilgeous-Alexander,75,2553,PG,OKC,0,0.633,41.974,30.053,5.29,63.855,45.72,4.64,4.01,8.659,6.2,0.63,11.042,39.8,9.492,1.732,7.022
1629029,2024,Luka Doncic,70,2624,PG,DAL,0,0.617,43.566,33.857,3.741,73.64,57.229,4.87,5.05,12.61,9.8,-0.18,10.141,43.9,7.084,2.662,6.403
1630162,2024,Anthony Edwards,79,2770,SG,MIN,0,0.577,36.688,25.937,-0.342,55.022,38.899,3.65,3.43,7.252,5.127,0.22,3.444,28.4,6.944,1.763,1.421
2544,2025,LeBron James,70,2444,SF,LAL,0,0.603,34.337,24.429,2.769,61.406,43.686,2.64,3.22,11.546,8.214,-0.58,-6.28,30.9,5.412,0.765,3.533
101108,2025,Chris Paul,82,2292,PG,SAS,0,0.572,15.315,8.817,-0.402,46.452,26.744,0.07,-0.23,12.815,7.378,0.3,3.657,31.7,8.633,2.592,2.189
201142,2025,Kevin Durant,62,2265,PF,PHX,0,0.642,35.534,26.565,6.673,49.018,36.645,2.19,2.88,5.674,4.242,-0.69,4.017,19.2,7.161,1.714,8.387
201566,2025,Russell Westbrook,75,2092,SG,DEN,0,0.53,22.653,13.253,-4.515,45.738,26.76,-1.48,-0.38,10.415,6.093,-1.1,-8.353,27.3,13.5,-0.234,-4.749
201935,2025,James Harden,79,2789,PG,LAC,0,0.584,31.776,22.81,0.884,59.46,42.684,4.52,3.91,12.114,8.696,0.61,3.841,42.2,6.77,3.409,4.292
201939,2025,Stephen Curry,70,2252,PG,GSW,0,0.617,36.53,24.543,4.168,57.261,38.471,4.0,4.64,8.952,6.014,-0.64,3.459,29.6,8.346,1.676,5.844
202331,2025,Paul George,41,1334,SF,PHI,0,0.543,24.557,16.22,-3.292,40.62,26.829,1.98,0.78,6.573,4.341,1.2,4.148,24.0,8.624,2.51,-0.782
202681,2025,Kyrie Irving,50,1804,PG,DAL,0,0.592,33.36,24.68,1.647,47.986,35.5,2.57,3.29,6.245,4.62,-0.72,5.739,25.6,8.711,1.755,3.402
202691,2025,Klay Thompson,72,1965,SF,DAL,0,0.552,24.963,13.958,-2.386,33.383,18.667,-0.68,0.36,3.602,2.014,-1.04,0.028,8.9,7.006,0.82,-1.566
202695,2025,Kawhi Leonard,37,1180,SF,LAC,0,0.589,33.829,21.514,1.372,45.729,29.081,5.19,3.29,4.93,3.135,1.9,11.349,22.8,6.15,0.932,2.303
202710,2025,Jimmy Butler III,55,1746,SF,GSW,0,0.624,27.345,17.491,4.796,49.517,31.673,2.51,1.34,8.471,5.418,1.18,5.121,24.7,4.849,-0.206,4.591
203076,2025,Anthony Davis,51,1706,C,DAL,0,0.587,36.551,24.725,1.147,49.101,33.216,3.55,1.55,5.246,3.549,2.0,-0.167,18.9,7.084,-0.764,0.383
203081,2025,Damian Lillard,58,2093,PG,MIL,0,0.622,33.372,24.948,4.637,56.019,41.879,1.65,3.17,9.456,7.069,-1.52,-3.548,41.3,7.638,2.817,7.454
203110,2025,Draymond Green,68,1983,C,GSW,0,0.533,15.036,9.015,-4.252,37.675,22.588,2.27,-1.16,9.394,5.632,3.43,6.654,15.3,11.801,-1.195,-5.448
203507,2025,Giannis Antetokounmpo,67,2289,PF,MIL,0,0.628,43.273,30.388,5.244,67.163,47.164,6.66,4.38,9.203,6.463,2.28,10.602,33.4,8.503,-0.835,4.409
203954,2025,Joel Embiid,19,574,C,PHI,0,0.574,38.468,23.789,-0.152,56.085,34.684,3.42,1.32,7.234,4.474,2.1,6.135,17.7,6.977,0.058,-0.094
203999,2025,Nikola Jokić,70,2571,C,DEN,0,0.664,38.423,29.586,8.863,69.369,53.414,6.61,5.0,13.284,10.229,1.61,18.854,24.8,5.304,-0.855,8.008
1626164,2025,Devin Booker,75,2795,SG,PHX,0,0.588,33.969,25.64,1.216,57.852,43.667,1.61,3.18,9.345,7.053,-1.57,-2.268,26.4,8.814,1.445,2.66
1628369,2025,Jayson Tatum,72,2624,PF,BOS,0,0.581,36.453,26.833,0.581,57.547,42.361,5.79,5.58,8.132,5.986,0.22,0.83,28.8,7.606,2.44,3.021
1628378,2025,Donovan Mitchell,71,2232,SG,CLE,0,0.575,36.691,23.958,-0.092,55.824,36.451,4.87,4.92,7.636,4.986,-0.05,3.884,31.0,10.334,1.775,1.683
1628983,2025,Shai Gilgeous-Alexander,76,2598,PG,OKC,0,0.633,45.653,32.684,5.742,68.26,48.868,6.19,5.48,8.914,6.382,0.71,10.042,38.8,10.549,2.149,7.892
1629029,2025,Luka Dončić,50,1769,PG,LAL,0,0.589,38.639,28.16,1.387,64.078,46.7,5.74,5.16,10.51,7.66,0.58,10.948,37.2,7.314,2.416,3.803
1629630,2025,Ja Morant,50,1519,PG,MEM,0,0.564,35.314,23.18,-1.176,61.578,40.42,2.33,2.82,11.091,7.28,-0.5,0.683,36.3,9.881,0.843,-0.334
1630162,2025,Anthony Edwards,79,2871,SG,MIN,0,0.595,37.515,27.557,1.932,52.818,38.797,4.28,4.3,6.186,4.544,-0.02,-1.384,32.4,6.733,2.451,4.383
2544,2026,LeBron James,53,1780,SF,LAL,0,0.592,30.544,20.868,1.479,54.432,37.189,1.32,1.75,10.163,6.943,-0.43,-0.695,21.7,4.941,-0.848,0.632
